# Note that the FOCAS reductions are ongoing.
# The values presented here were manually derived.
# We are currently working on a pipeline to automate reductions.
#
# Flag values correspond to:
# s=strong/reliable
# w=weak/less reliable
# n=no conspicuous features
#
SN instrument z_hel plus minus r flag
HZ44 FOCAS None None None None ?
HZ44 FOCAS None None None None ?
21fof FOCAS None None None None ?
21fof FOCAS None None None None ?
21fof FOCAS None None None None ?
21fof FOCAS None None None None ?
21fbc FOCAS None None None None ?
21fbc FOCAS None None None None ?
21fbc FOCAS None None None None ?
21fbc FOCAS None None None None ?
21fbc FOCAS None None None None ?
21fbc FOCAS None None None None ?
21fzq FOCAS 0.11268 None None None s
21fzq FOCAS None None None None ?
21fzq FOCAS None None None None ?
21fzq FOCAS None None None None ?
20nxk FOCAS 0.08469 None None None s
20nxk FOCAS None None None None ?
20nxk FOCAS None None None None ?
20nxk FOCAS None None None None ?
21mld FOCAS 0.08156 None None None s
21mld FOCAS None None None None ?
21mld FOCAS None None None None ?
21mld FOCAS None None None None ?
21iaf FOCAS None None None None ?
21iaf FOCAS None None None None ?
21iaf FOCAS None None None None ?
21iaf FOCAS None None None None ?
21glz FOCAS 0.0696 None None None s
21glz FOCAS None None None None ?
21glz FOCAS None None None None ?
21glz FOCAS None None None None ?
21vts FOCAS 0.07346 None None None s
21vts FOCAS None None None None ?
21vts FOCAS None None None None ?
21vts FOCAS None None None None ?
21lug FOCAS None None None None ?
21lug FOCAS None None None None ?
21lug FOCAS None None None None ?
21lug FOCAS None None None None ?
21lug FOCAS None None None None ?
21absz FOCAS 0.05274 None None None s
21absz FOCAS None None None None ?
21aaqc FOCAS 0.06284 None None None s
21aaqc FOCAS None None None None ?
21mfg FOCAS None None None None ?
21mfg FOCAS None None None None ?
21kld FOCAS None None None None ?
21kld FOCAS None None None None ?
19ibd FOCAS 0.05846 None None None s
19ibd FOCAS None None None None ?
19ibd FOCAS None None None None ?
19ibd FOCAS None None None None ?
Feige110 FOCAS None None None None ?
Feige110 FOCAS None None None None ?
Feige110 FOCAS None None None None ?
Feige110 FOCAS None None None None ?
Wolf1346 FOCAS None None None None ?
G191B2B FOCAS None None None None ?
G191B2B FOCAS None None None None ?
G191B2B FOCAS None None None None ?
Feige34 FOCAS None None None None ?
Feige34 FOCAS None None None None ?
Feige34 FOCAS None None None None ?
Feige34 FOCAS None None None None ?
G191B2B FOCAS None None None None ?
G191B2B FOCAS None None None None ?
G191B2B FOCAS None None None None ?
G191B2B FOCAS None None None None ?
G191B2B FOCAS None None None None ?
G191B2B FOCAS None None None None ?
G191B2B FOCAS None None None None ?
G191B2B FOCAS None None None None ?
G191B2B FOCAS None None None None ?
G191B2B FOCAS None None None None ?
G191B2B FOCAS None None None None ?
G191B2B FOCAS None None None None ?
G191B2B FOCAS None None None None ?
G191B2B FOCAS None None None None ?
Feige34 FOCAS None None None None ?
Feige34 FOCAS None None None None ?
Feige34 FOCAS None None None None ?
Feige34 FOCAS None None None None ?
Feige34 FOCAS None None None None ?
Feige34 FOCAS None None None None ?
Feige34 FOCAS None None None None ?
Feige34 FOCAS None None None None ?
Feige34 FOCAS None None None None ?
Feige34 FOCAS None None None None ?
HZ44 FOCAS None None None None ?
HZ44 FOCAS None None None None ?
Feige34 FOCAS None None None None ?
Feige34 FOCAS None None None None ?
Feige34 FOCAS None None None None ?
Feige34 FOCAS None None None None ?
Feige34 FOCAS None None None None ?
Feige34 FOCAS None None None None ?
22mto FOCAS None None None None ?
20lip FOCAS None None None None ?
20lip FOCAS None None None None ?
20vnr FOCAS None None None None ?
20vnr FOCAS None None None None ?
22syq FOCAS None None None None ?
22rcj FOCAS None None None None ?
22rcj FOCAS None None None None ?
22ruz FOCAS None None None None ?
22trc FOCAS None None None None ?
22tku FOCAS None None None None ?
22ssh FOCAS None None None None ?
22yz FOCAS None None None None ?
G191B2B FOCAS None None None None ?
20lip FOCAS None None None None ?
20vnr FOCAS None None None None ?
G191B2B FOCAS None None None None ?
21mfg FOCAS None None None None ?
21mfg FOCAS None None None None ?
Feige110 FOCAS None None None None ?
Feige110 FOCAS None None None None ?
21mfg FOCAS None None None None ?
21mfg FOCAS None None None None ?
Feige110 FOCAS None None None None ?
Feige110 FOCAS None None None None ?
Feige110 FOCAS None None None None ?
Feige110 FOCAS None None None None ?
Feige110 FOCAS None None None None ?
Feige110 FOCAS None None None None ?
BD+28D4211 FOCAS None None None None ?
BD+28D4211 FOCAS None None None None ?
BD+28D4211 FOCAS None None None None ?
BD+28D4211 FOCAS None None None None ?
22rti FOCAS None None None None ?
22rti FOCAS None None None None ?
21ymb FOCAS None None None None ?
21ymb FOCAS None None None None ?
22ujn FOCAS None None None None ?
22ujn FOCAS None None None None ?
22trc FOCAS None None None None ?
22trc FOCAS None None None None ?
22vrj FOCAS None None None None ?
22vrj FOCAS None None None None ?
19pdy FOCAS None None None None ?
19pdy FOCAS None None None None ?
21yaj FOCAS None None None None ?
21yaj FOCAS None None None None ?
22sfg FOCAS None None None None ?
22sfg FOCAS None None None None ?
22av FOCAS None None None None ?
22av FOCAS None None None None ?
22zqu FOCAS None None None None ?
22zqu FOCAS None None None None ?
22yus FOCAS None None None None ?
Feige34 FOCAS None None None None ?
G191B2B FOCAS None None None None ?
G191B2B FOCAS None None None None ?
22rti FOCAS None None None None ?
21ymb FOCAS None None None None ?
22ujn FOCAS None None None None ?
22trc FOCAS None None None None ?
22vrj FOCAS None None None None ?
19pdy FOCAS None None None None ?
21yaj FOCAS None None None None ?
22sfg FOCAS None None None None ?
22av FOCAS None None None None ?
22zqu FOCAS None None None None ?
Feige34 FOCAS None None None None ?
Feige110 FOCAS None None None None ?
Feige110 FOCAS None None None None ?
22rar FOCAS None None None None ?
22rar FOCAS None None None None ?
22vsq FOCAS None None None None ?
22vsq FOCAS None None None None ?
22shl FOCAS None None None None ?
22shl FOCAS None None None None ?
21pzt FOCAS None None None None ?
21pzt FOCAS None None None None ?
22rjx FOCAS None None None None ?
22ruz FOCAS None None None None ?
22sfc FOCAS None None None None ?
22sfc FOCAS None None None None ?
22rkc FOCAS None None None None ?
22ubg FOCAS None None None None ?
22ruk FOCAS None None None None ?
20wie FOCAS None None None None ?
20wie FOCAS None None None None ?
Feige110 FOCAS None None None None ?
Feige110 FOCAS None None None None ?
22rar FOCAS None None None None ?
22vsq FOCAS None None None None ?
22shl FOCAS None None None None ?
21pzt FOCAS None None None None ?
22sfc FOCAS None None None None ?
22sfc FOCAS None None None None ?
22rkc FOCAS None None None None ?
20wie FOCAS None None None None ?
Feige110 FOCAS None None None None ?
Feige110 FOCAS None None None None ?
22ubr FOCAS None None None None ?
22ubr FOCAS None None None None ?
22ueh FOCAS None None None None ?
22rkc FOCAS None None None None ?
22ruh FOCAS None None None None ?
22ruh FOCAS None None None None ?
22tra FOCAS None None None None ?
22tra FOCAS None None None None ?
22ikn FOCAS None None None None ?
22ikn FOCAS None None None None ?
21gjm FOCAS None None None None ?
21gjm FOCAS None None None None ?
21cym FOCAS None None None None ?
21cym FOCAS None None None None ?
21fck FOCAS None None None None ?
20wgr FOCAS None None None None ?
GD71 FOCAS None None None None ?
GD71 FOCAS None None None None ?
Feige110 FOCAS None None None None ?
Feige110 FOCAS None None None None ?
22ubr FOCAS None None None None ?
22ruh FOCAS None None None None ?
22tra FOCAS None None None None ?
22ikn FOCAS None None None None ?
21gjm FOCAS None None None None ?
21cym FOCAS None None None None ?
GD71 FOCAS None None None None ?
GD71 FOCAS None None None None ?
22ssj FOCAS None None None None ?
22ssj FOCAS None None None None ?
22rid FOCAS None None None None ?
22rnu FOCAS None None None None ?
22rnu FOCAS None None None None ?
20xsl FOCAS None None None None ?
20xsl FOCAS None None None None ?
22szg FOCAS None None None None ?
22szg FOCAS None None None None ?
22qsn FOCAS None None None None ?
22ssk FOCAS None None None None ?
22nb FOCAS None None None None ?
G191B2B FOCAS None None None None ?
G191B2B FOCAS None None None None ?
22onv FOCAS None None None None ?
22onv FOCAS None None None None ?
22rng FOCAS None None None None ?
22rng FOCAS None None None None ?
22rnu FOCAS None None None None ?
20xsl FOCAS None None None None ?
22szg FOCAS None None None None ?
G191B2B FOCAS None None None None ?
G191B2B FOCAS None None None None ?
22onv FOCAS None None None None ?
22rng FOCAS None None None None ?
22ssj FOCAS None None None None ?
21ymf FOCAS None None None None ?
21ymf FOCAS None None None None ?
20uyh FOCAS 0.052677 1.1901353906662582e-05 1.1901353906662582e-05 None s
20bdx FOCAS None None None None ?
20bdx FOCAS None None None None ?
20ygj FOCAS None None None None ?
20ygj FOCAS None None None None ?
20unl FOCAS None None None None ?
G191B2B FOCAS None None None None ?
G191B2B FOCAS None None None None ?
19hyj FOCAS None None None None ?
22ssl FOCAS None None None None ?
22ssl FOCAS None None None None ?
20zbc FOCAS None None None None ?
20zbc FOCAS None None None None ?
20zbc FOCAS None None None None ?
22sfc FOCAS None None None None ?
20bdx FOCAS None None None None ?
20ygj FOCAS None None None None ?
G191B2B FOCAS None None None None ?
G191B2B FOCAS None None None None ?
22ssl FOCAS None None None None ?
20zbc FOCAS None None None None ?
20zbc FOCAS None None None None ?
21ymf FOCAS None None None None ?
